0.001811,1.050005,5.001674
-8.99749,1.04999,5.002323
0.001786,1.049962,7.501658
0.001874,1.050012,10.001662
0.00191,1.049966,12.501642
0.001932,1.049969,15.002208
-2.497925,1.049968,5.001771
-2.497946,1.050001,7.501564
-2.498057,1.049983,10.001597
-2.497733,1.049965,12.502121
-2.497985,1.050006,15.002251
-4.997724,1.049962,5.001936
-4.997912,1.050007,7.501845
-4.997802,1.04998,10.001971
-4.997844,1.049974,12.502098
-4.994618,1.050006,15.015204
-9.508756,1.050006,3.856746
-9.02512,1.050003,11.125251
-12.327174,1.049992,11.226945
-12.529934,1.050002,8.072305
-9.714378,1.050003,17.972145
-12.428133,1.049985,3.167824
-13.223579,1.049989,17.778819
-7.103488,1.049966,22.547403
-9.056817,1.049966,24.373221
-6.873904,1.050003,20.312847
-10.297034,1.049965,21.996096
-12.42135,1.050002,21.56869
-3.322383,1.049983,22.979832
-11.189705,1.049983,15.868123
-4.239093,1.049992,21.93084
-3.865476,1.049962,17.663832
-7.884036,1.050002,14.380914
0.987695,1.050003,18.236719
-0.797577,1.050005,23.393373
-1.091662,1.049985,19.764513
-15.348907,1.050006,12.413669
-0.017514,1.050022,26.996603
-5.319778,1.049984,22.491399
-8.647749,1.049969,12.476025
-8.988791,1.050005,7.523102
4.325307,1.049982,12.507823
4.029001,1.049983,6.552099
3.952009,1.049986,17.539786
3.019282,1.04998,22.374187
-18.45676,1.049964,21.503215
-4.595773,1.049986,26.396749
-6.721984,1.049983,0.78724
2.982419,1.049963,28.151722
-11.806358,1.050002,25.065784
-3.874151,1.049988,30.979943
-0.142161,1.049986,31.649336
-5.847403,1.05001,-9.152795
-11.78947,1.05,-12.263395
-13.130139,1.050001,-6.712155
-17.537049,1.049967,-2.034414
-1.84287,1.050004,13.945866
-10.990295,1.050001,11.382767
-9.736082,1.049986,-7.347873
-8.513727,1.050006,29.33925
